prop_id,prop_nm,MARSHA_TXT,PROP_STATUS_TXT,OPS_REGION_TXT,NALO_INTL_TXT,brand_txt,hotel_type_txt,OWNER_TYPE_TXT,DUD_DIVISION_CD,DUD_UNIT_CD,DUD_DEPT_CD,PEOPLESOFT_ID_DIVISION,PEOPLESOFT_ID_UNIT,PEOPLESOFT_ID_DEPT,PROP_MGR_TXT,PROP_OWNER_TXT,PROP_FRAN_TXT,PROP_AM_TXT
a1W1I000000aWA4UAM,Fairfield Inn & Suites Dallas Cedar Hill,DALEH,Open,West,NALO,Fairfield Inn & Suites,MSB,F,,,,,,,0011I00000cJWUZQA4,0011I00000cJWUZQA4,0011I00000cJWUZQA4,
a1W1I000000aW8AUAU,"Sapphire House Antwerp, Autograph Collection",ANRAK,Pre-Opening,Europe,INTL,Autograph Collection,FS,F,,,,,,,0011I00001IzqZZQAZ,0011I00000cJWhoQAG,0011I00000cJWhoQAG,
a1W1I000000aW8MUAU,Fairfield by Marriott Inn & Suites Kansas City Belton,MCIFE,Open,West,NALO,Fairfield Inn & Suites,MSB,F,,,,,,,0011I00000cJWhXQAW,0011I00000cJWhXQAW,0011I00000cJWhXQAW,
a1W1I000000aWNYUA2,Renaissance ClubSport Florham Park,,Cancelled,East,NALO,Renaissance Hotels & Resorts,FS,O,,,,,,,0011I00000cJXVUQA4,0011I00000cJXVUQA4,,
a1W1I000000aWNZUA2,The Ritz-Carlton Anguilla,.,Cancelled,CALA,INTL,The Ritz-Carlton,Luxury,M,,,,,,,0011I00000cJSGpQAO,0011I00000cJXoRQAW,,
a1W1I000000aWNaUAM,The Ritz-Carlton Anguilla Residences,.,Cancelled,CALA,INTL,The Ritz-Carlton,Luxury,M,,,,,,,0011I00000cJSGpQAO,0011I00000cJXoRQAW,,
a1W1I000000aWNbUAM,The Los Angeles Downtown EDITION,,Cancelled,West,NALO,Edition,Luxury,M,,,,,,,0011I00000cJXVUQA4,0011I00000cJWbRQAW,,
a1W1I000000aWNcUAM,Phoenix Mesa,PHXPM,Cancelled,West,NALO,Courtyard By Marriott,MSB,F,65,27K,13,,,,0011I00000cJXrzQAG,0011I00000cJXrzQAG,0011I00000cJXrzQAG,
a1W1I000000aWNdUAM,TPS CA San Jose Newark USA,,Cancelled,West,NALO,TownePlace Suites By Marriott,MSB,F,,,,,,,,0011I00000cJXnFQAW,,
a1W1I000000aWNeUAM,RIBM MA Boston Braintree USA,,Cancelled,East,NALO,Residence Inn By Marriott,MSB,F,,,,,,,0011I00000cJXWbQAO,0011I00000cJXWbQAO,,
a1W1I000000aWOGUA2,JW Marriott Sacramento,SACJW,Cancelled,West,NALO,JW Marriott Hotels and Resorts,Luxury,F,34,223,,34,34223,,0011I00000cJXluQAG,0011I00000cJWcZQAW,0011I00000cJWcZQAW,
a1W1I000000aWOHUA2,Renaissance ClubSport Rockville/Tower Oaks,,Cancelled,East,NALO,Renaissance Hotels & Resorts,FS,O,,,,,,,0011I00000cJXVUQA4,0011I00000cJXVUQA4,,
a1W1I000000aW8yUAE,Residence Inn By Marriott Fort Lauderdale Coconut Creek,FLLGR,Open,East,NALO,Residence Inn By Marriott,MSB,F,,,,,,,0011I00000cJWgZQAW,0011I00000cJWgZQAW,0011I00000cJWgZQAW,
a1W1I000000aW8zUAE,TownePlace Suites By Marriott Detroit Chesterfield/New Baltimore,DTWTH,Pre-Opening,West,NALO,TownePlace Suites By Marriott,MSB,F,,,,,,,0011I00000cJWWzQAO,0011I00000cJWWzQAO,0011I00000cJWWzQAO,
a1W1I000000aW9hUAE,Fairfield by Marriott Inn & Suites Fort Lauderdale Northwest,FLLFN,Pre-Opening,East,NALO,Fairfield Inn & Suites,MSB,F,,,,,,,0011I00000cJWV1QAO,0011I00000cJWV1QAO,0011I00000cJWV1QAO,
a1W1I000000aWA5UAM,Izu Marriott Hotel Shuzenji,FSZIZ,Open,APEC,INTL,Marriott Hotels & Resorts,FS,F,,,,,,,0011I00000cJWagQAG,0011I00000cJWOjQAO,0011I00000cJWOjQAO,
a1W1I000000aWPwUAM,Tucson East,,Cancelled,West,NALO,Residence Inn By Marriott,MSB,F,,,,,,,0011I00000cJXlmQAG,0011I00000cJWTKQA4,0011I00000cJWTKQA4,
a1W1I000000aWPxUAM,DSGN Bali Indonesia Indonesia,NYCAC,Cancelled,East,NALO,Design Hotels,FS,F,,,,,,,0011I00000cJXVZQA4,0011I00000cJXVZQA4,0011I00000cJXVZQA4,
a1W1I000000aW6lUAE,Courtyard by Marriott Edinburgh,EDICY,Open,Europe,INTL,Courtyard By Marriott,MSB,F,,,,,,,0011I00000cJWTYQA4,0011I00000cJWSHQA4,0011I00000cJTV0QAO,
a1W1I000000aWPzUAM,St. Paul East,,Cancelled,West,NALO,Courtyard By Marriott,MSB,F,,,,,,,0011I00000cJXUzQAO,0011I00000cJXUzQAO,0011I00000cJXUzQAO,
a1W1I000000aW7UUAU,AC Hotel By Marriott New York City La Guardia Airport,LGAAC,Pre-Opening,East,NALO,AC Hotels By Marriott,MSB,F,,,,,,,0011I00000cJWcyQAG,0011I00000cJWcyQAG,0011I00000cJWcyQAG,
a1W1I000000aWQdUAM,Delta Hotels by Marriott Dallas Market Center,DALDE,Cancelled,West,NALO,Delta Hotels and Resorts,FS,M,,,,,,,0011I00000cJXVUQA4,0011I00000cJT0VQAW,,
a1W1I000000aW7VUAU,Renaissance Xiamen Hotel,XMNBR,Open,Greater China,INTL,Renaissance Hotels & Resorts,FS,M,,,,,,,0011I00000cJSKkQAO,0011I00000cJWSFQA4,,
a1W1I000000aW8bUAE,Renaissance Santa Marta Hotel,SMRBS,Pre-Opening,CALA,INTL,Renaissance Hotels & Resorts,FS,F,,,,,,,0011I00000cJWaiQAG,0011I00000cJSzAQAW,0011I00000cJWabQAG,
a1W1I000000aWRKUA2,"The Westin Europa & Regina, Venice",VCEWI,Deflagged,Europe,INTL,Westin Hotels,FS,M,,,,,,,0011I00000cJUGAQA4,0011I00000cJXxmQAG,,
a1W1I000000aW8cUAE,Guayaquil Marriott Samborondon Ecuador,GYESB,Pre-Opening,CALA,INTL,Marriott Hotels & Resorts,FS,M,,,,,,,0011I00000cJSKkQAO,0011I00000cJWfqQAG,,
a1W1I000000aW8pUAE,Fairfield by Marriott Inn & Suites Miami Airport West/Doral,MIADO,Open,East,NALO,Fairfield Inn & Suites,MSB,F,,,,,,,0011I00000cJWbEQAW,0011I00000cJWbEQAW,0011I00000cJWbEQAW,
a1W1I000000aW8qUAE,Fairfield Inn & Suites Sanford,FAYSF,Pre-Opening,East,NALO,Fairfield Inn & Suites,MSB,F,,,,,,,0011I00000cJWchQAG,0011I00000cJWchQAG,0011I00000cJWchQAG,
a1W1I000000aW9OUAU,Moxy Wilanowska Warsaw,WAWOX,Pre-Opening,Europe,INTL,MOXY Hotels,MSB,F,,,,,,,0011I00000cJWVHQA4,0011I00000cJWVAQA4,0011I00000cJWVAQA4,
a1W1I000000aW9PUAU,Residence Inn By Marriott Warsaw Wilanowska,WAWRI,Pre-Opening,Europe,INTL,Residence Inn By Marriott,MSB,F,,,,,,,0011I00000cJWVHQA4,0011I00000cJWVAQA4,0011I00000cJWVAQA4,
a1W1I000000aW6mUAE,Jiangyin Marriott Hotel,WUXJI,Pre-Opening,Greater China,INTL,Marriott Hotels & Resorts,FS,M,,,,,,,,0011I00000cJWgXQAW,,
a1W1I000000aW6nUAE,Renaissance Minsk Hotel,MHPBR,Open,Europe,INTL,Renaissance Hotels & Resorts,FS,F,,,,,,,0011I00000cJXqOQAW,0011I00000cJT0nQAG,0011I00000cJXqOQAW,
a1W1I000000aW7WUAU,Fairfield by Marriott Inn & Suites Kinston,PGVKS,Open,East,NALO,Fairfield Inn & Suites,MSB,F,,,,,,,0011I00000cJWchQAG,0011I00000cJWchQAG,0011I00000cJWchQAG,
a1W1I000000aW7XUAU,AC Hotel Santa Marta,SMRSM,Open,CALA,INTL,AC Hotels By Marriott,MSB,F,,,,,,,0011I00000cJWaiQAG,0011I00000cJWePQAW,0011I00000cJWePQAW,
a1W1I000000aWU0UAM,Element Bolingbrook,,Cancelled,West,NALO,Element Hotels,MSB,F,,,,,,,,0011I00000cJXVyQAO,0011I00000cJXVyQAO,
a1W1I000000aW8PUAU,"AC Hotel Guadalajara, Mexico",GDLAC,Open,CALA,INTL,AC Hotels By Marriott,MSB,M,,,,,,,0011I00000cJSKkQAO,0011I00000cJWfUQAW,,
a1W1I000000aWUfUAM,Aloft Pittsburgh Oakland,PITAL,Cancelled,East,NALO,Aloft Hotels,MSB,F,,,,,,,0011I00000cJXnIQAW,0011I00000cJXnLQAW,0011I00000cJXnLQAW,
a1W1I000000aWUgUAM,Aloft Phoenix-Goodyear,PHXAG,Cancelled,West,NALO,Aloft Hotels,MSB,F,,,,,,,0011I00000cJXqGQAW,0011I00000cJXqGQAW,0011I00000cJXqGQAW,
a1W1I000000aW8RUAU,Guiyang Marriott Hotel West,KWEMC,Pre-Opening,Greater China,INTL,Marriott Hotels & Resorts,FS,M,,,,,,,,0011I00000cJWfsQAG,,
a1W1I000000aWNfUAM,CY IL Chicago Skokie USA,,Cancelled,West,NALO,Courtyard By Marriott,MSB,M,,,,,,,0011I00000cJXVUQA4,0011I00000cJXUYQA4,,
a1W1I000000aWNgUAM,RIBM IL Chicago Skokie USA,,Cancelled,West,NALO,Residence Inn By Marriott,MSB,M,,,,,,,0011I00000cJXVUQA4,0011I00000cJXUYQA4,,
a1W1I000000aWNhUAM,TPS OH Toledo Airport USA,.,Cancelled,West,NALO,TownePlace Suites By Marriott,MSB,M,,,,,,,0011I00000cJXVUQA4,0011I00000cJXUYQA4,,
a1W1I000000aWNiUAM,FI/S OH Columbus Dublin USA,,Cancelled,West,NALO,Fairfield Inn & Suites,MSB,F,,,,,,,,0011I00000cJXltQAG,,
a1W1I000000aWNjUAM,FI/S IA Des Moines West Des Moines/Clive USA,,Cancelled,West,NALO,Fairfield Inn & Suites,MSB,F,,,,,,,,0011I00000cJXnJQAW,,
a1W1I000000aWNkUAM,FFI&S DE Rehoboth Rehoboth Beach USA,,Cancelled,East,NALO,Fairfield Inn & Suites,MSB,F,,,,,,,,0011I00000cJXmWQAW,,
a1W1I000000aWOJUA2,Austin Downtown,AUSAD,Cancelled,West,NALO,SpringHill Suites By Marriott,MSB,F,20,5F9,13,,,,0011I00000cJXmfQAG,0011I00000cJXmfQAG,0011I00000cJXmfQAG,
a1W1I000000aWOKUA2,RIBM MA Boston Braintree USA,,Cancelled,East,NALO,Residence Inn By Marriott,MSB,F,,,,,,,0011I00000cJXUzQAO,0011I00000cJXUzQAO,,
a1W1I000000aWOLUA2,CY MA Boston Braintree USA,,Cancelled,East,NALO,Courtyard By Marriott,MSB,F,,,,,,,0011I00000cJXUzQAO,0011I00000cJXUzQAO,,
a1W1I000000aWOMUA2,RIBM MD Baltimore Downtown/Inner Harbor USA,,Cancelled,East,NALO,Residence Inn By Marriott,MSB,F,,,,,,,,0011I00000cJXnbQAG,,
a1W1I000000aWONUA2,SHS FL Tallahassee Downtown USA,,Cancelled,East,NALO,SpringHill Suites By Marriott,MSB,M,,,,,,,0011I00000cJXVUQA4,0011I00000cJU5eQAG,,
a1W1I000000aW8dUAE,SpringHill Suites By Marriott Milpitas Silicon Valley,SJCMS,Pre-Opening,West,NALO,SpringHill Suites By Marriott,MSB,F,,,,,,,0011I00000cJWTCQA4,0011I00000cJWTCQA4,0011I00000cJWTCQA4,
a1W1I000000aW8rUAE,TownePlace Suites By Marriott Allentown Downtown,ABEDT,Pre-Opening,East,NALO,TownePlace Suites By Marriott,MSB,F,,,,,,,0011I00000cJWg9QAG,0011I00000cJWg8QAG,0011I00000cJWg8QAG,
a1W1I000000aW91UAE,"Marriott Executive Apartments, Penang",PENER,Pre-Opening,APEC,INTL,Marriott Executive Apartments,Other,M,,,,,,,,0011I00000cJWTiQAO,,
a1W1I000000aW9jUAE,Courtyard By Marriott Miami Biscayne Bay,,Pre-Opening,East,NALO,Courtyard By Marriott,MSB,F,,,,,,,0011I00000cJScgQAG,0011I00000cJWfgQAG,0011I00000cJWfgQAG,
a1W1I000000aWQ1UAM,Chicago Orland Park,,Cancelled,West,NALO,Residence Inn By Marriott,MSB,F,,,,,,,0011I00000cJXUzQAO,0011I00000cJXUzQAO,0011I00000cJXUzQAO,
a1W1I000000aWQ2UAM,Bridgewater,EWRCB,Cancelled,East,NALO,Courtyard By Marriott,MSB,F,,,,,,,0011I00000cJXUzQAO,0011I00000cJXu8QAG,0011I00000cJXu8QAG,
a1W1I000000aW9wUAE,"Paragraph Resort & Spa Shekvetili, Autograph Collection",BUSAK,Open,Europe,INTL,Autograph Collection,FS,F,,,,,,,0011I00000cJVUiQAO,0011I00000cJWhnQAG,0011I00000cJWhnQAG,
a1W1I000000aWQgUAM,Springfield Holyoke,,Cancelled,East,NALO,Courtyard By Marriott,MSB,F,,,,,,,0011I00000cJWbWQAW,0011I00000cJWbWQAW,0011I00000cJWbWQAW,
a1W1I000000aW9BUAU,"Winchester, Autograph Collection",ONTWT,Pre-Opening,West,NALO,Autograph Collection,FS,F,,,,,,,0011I00000cJScgQAG,0011I00000cJWUNQA4,0011I00000cJWUNQA4,
a1W1I000000aW9CUAU,TownePlace Suites By Marriott Raleigh-Durham Airport/Morrisville,RDUTM,Pre-Opening,East,NALO,TownePlace Suites By Marriott,MSB,F,,,,,,,0011I00000cJScgQAG,0011I00000cJWUoQAO,0011I00000cJWUoQAO,
a1W1I000000aW9DUAU,TownePlace Suites By Marriott Tampa East/I-4,TPAIF,Open,East,NALO,TownePlace Suites By Marriott,MSB,F,,,,,,,0011I00000cJXgtQAG,0011I00000cJWgmQAG,0011I00000cJWgmQAG,
a1W1I000000aW9QUAU,"Glass Light Hotel & Gallery, Autograph Collection",ORFAV,Open,East,NALO,Autograph Collection,FS,F,,,,,,,0011I00000cJWk0QAG,0011I00000cJWk0QAG,0011I00000cJWk0QAG,
a1W1I000000aW9RUAU,JW Marriott Hotel Nara,OSAJW,Open,APEC,INTL,JW Marriott Hotels and Resorts,Luxury,M,,,,,,,0011I00000cJSKkQAO,0011I00001F8lO2QAJ,,
a1W1I000000aW7YUAU,AC Hotel Cali,CLOAC,Pre-Opening,CALA,INTL,AC Hotels By Marriott,MSB,F,,,,,,,0011I00000cJWaiQAG,0011I00000cJWTZQA4,,
a1W1I000000aW7ZUAU,TownePlace Suites By Marriott San Luis Obispo,SBPTS,Pre-Opening,West,NALO,TownePlace Suites By Marriott,MSB,F,,,,,,,0011I00000cJWMkQAO,0011I00000cJWMkQAO,0011I00000cJWMkQAO,
a1W1I000000aW8SUAU,TownePlace Suites By Marriott Jacksonville East,JAXSE,Open,East,NALO,TownePlace Suites By Marriott,MSB,F,,,,,,,0011I00000cJWfrQAG,0011I00000cJWfrQAG,0011I00000cJWfrQAG,
a1W1I000000aW8TUAU,Nanjing Marriott Hotel North,NKGNO,Pre-Opening,Greater China,INTL,Marriott Hotels & Resorts,FS,M,,,,,,,,0011I00000cJWfoQAG,,
a1W1I000000aW8eUAE,Courtyard By Marriott Houston Heights/I-10,HOUCW,Open,West,NALO,Courtyard By Marriott,MSB,F,,,,,,,0011I00000cJXW5QAO,0011I00000cJWg0QAG,0011I00000cJWg0QAG,
a1W1I000000aW9kUAE,AC Hotel Manchester City Centre,MANAQ,Open,Europe,INTL,AC Hotels By Marriott,MSB,F,,,,,,,0011I00000cJWhIQAW,0011I00000cJWhIQAW,0011I00000cJWhIQAW,
a1W1I000000aW9lUAE,Courtyard Edinburgh West,EDIHW,Open,Europe,INTL,Courtyard By Marriott,MSB,F,,,,,,,0011I00000cJWTYQA4,0011I00000cJVQ2QAO,0011I00000cJVQ2QAO,
a1W1I000000aW9xUAE,Fairfield Inn & Suites Fort Collins South,FTCFF,Open,West,NALO,Fairfield Inn & Suites,MSB,F,,,,,,,0011I00000cJWhRQAW,0011I00000cJWhRQAW,0011I00000cJWhRQAW,
a1W1I000000aWA6UAM,Fuji Marriott Hotel Lake Yamanaka,MMJFJ,Open,APEC,INTL,Marriott Hotels & Resorts,FS,F,,,,,,,0011I00000cJWagQAG,0011I00000cJWOjQAO,0011I00000cJWOjQAO,
a1W1I000000aWA7UAM,Karuizawa Marriott Hotel,MMJKH,Open,APEC,INTL,Marriott Hotels & Resorts,FS,F,,,,,,,0011I00000cJWagQAG,0011I00000cJWOjQAO,0011I00000cJWOjQAO,
a1W1I000000aWUkUAM,The Westin West Palm Beach,,Cancelled,East,NALO,Westin Hotels,FS,F,,,,,,,0011I00000cJXnLQAW,0011I00000cJWUQQA4,0011I00000cJWUQQA4,
a1W1I000000aWNlUAM,FI/S PA Philadelphia Northeast/Franklin Mills USA,,Cancelled,East,NALO,Fairfield Inn & Suites,MSB,F,,,,,,,,0011I00000cJXUzQAO,,
a1W1I000000aWNmUAM,FI/S CA San Diego Torrey Hills/Del Mar USA,,Cancelled,West,NALO,Fairfield Inn & Suites,MSB,O,,,,,,,,0011I00000cJXVUQA4,,
a1W1I000000aWNnUAM,FI/S CA Ventura Oxnard USA,,Cancelled,West,NALO,Fairfield Inn & Suites,MSB,F,,,,,,,,0011I00000cJXnmQAG,,
a1W1I000000aWNoUAM,FFI&S OH Columbus Airport USA,,Cancelled,West,NALO,Fairfield Inn & Suites,MSB,F,,,,,,,,0011I00000cJXnJQAW,,
a1W1I000000aW9EUAU,TownePlace Suites By Marriott Kansas City South,MCITW,Pre-Opening,West,NALO,TownePlace Suites By Marriott,MSB,F,,,,,,,0011I00000cJWgoQAG,0011I00000cJWgoQAG,0011I00000cJWgoQAG,
a1W1I000000aWOPUA2,RIBM MD Washington DC Silver Spring USA,,Cancelled,East,NALO,Residence Inn By Marriott,MSB,O,,,,,,,,0011I00000cJXVUQA4,,
a1W1I000000aWOQUA2,FI/S IA Des Moines West Des Moines/Clive USA,,Cancelled,West,NALO,Fairfield Inn & Suites,MSB,F,,,,,,,,0011I00000cJXnrQAG,,
a1W1I000000aWORUA2,Estero,RSWES,Cancelled,East,NALO,SpringHill Suites By Marriott,MSB,M,19,6G6,1,,,,0011I00000cJXVUQA4,0011I00000cJSoGQAW,,
a1W1I000000aW9FUAU,Fairfield by Marriott Inn & Suites Colorado Springs East/Ballpark,COSEA,Open,West,NALO,Fairfield Inn & Suites,MSB,F,,,,,,,0011I00000cJWMkQAO,0011I00000cJVJ2QAO,0011I00000cJVJ2QAO,
a1W1I000000aWPHUA2,West Lafayette Downtown,,Cancelled,West,NALO,SpringHill Suites By Marriott,MSB,F,,,,,,,0011I00000cJXmfQAG,0011I00000cJXmfQAG,0011I00000cJXmfQAG,
a1W1I000000aWPIUA2,Providence Coventry,PVDFC,Deflagged,East,NALO,Fairfield Inn & Suites,MSB,F,58,37Z,13,43,4337Z,,,,,
a1W1I000000aWPJUA2,Chicago Edition Hotel,,Cancelled,West,NALO,Edition,Luxury,M,,,,,,,0011I00000cJXVUQA4,0011I00000cJUcEQAW,,
a1W1I000000aW9SUAU,Residence Inn By Marriott Philadelphia Bala Cynwyd,PHLRB,Open,East,NALO,Residence Inn By Marriott,MSB,F,,,,,,,0011I00000cJWhKQAW,0011I00000cJWhKQAW,0011I00000cJWhKQAW,
a1W1I000000aWQ4UAM,Fargo,,Cancelled,West,NALO,TownePlace Suites By Marriott,MSB,F,,,,,,,0011I00000cJXUzQAO,0011I00000cJXUzQAO,0011I00000cJXUzQAO,
a1W1I000000aW9TUAU,Moxy Hamburg City,HAMHX,Open,Europe,INTL,MOXY Hotels,MSB,F,,,,,,,0011I00000cJULUQA4,0011I00000cJULUQA4,0011I00000cJWmXQAW,
a1W1I000000aW6rUAE,JW Marriott Hotel Taiyuan,TYNJW,Pre-Opening,Greater China,INTL,JW Marriott Hotels and Resorts,Luxury,M,,,,,,,,0011I00000cJWdjQAG,,
a1W1I000000aW7cUAE,Courtyard by Marriott Dubai Al Barsha,DXBAB,Pre-Opening,ME,INTL,Courtyard By Marriott,MSB,M,,,,,,,,0011I00000cJWdpQAG,,
a1W1I000000aW7dUAE,"Renaissance Downtown Hotel, Dubai",DXBBB,Open,ME,INTL,Renaissance Hotels & Resorts,FS,F,,,,,,,0011I00000cJXeGQAW,0011I00000cJWdpQAG,0011I00000cJWdpQAG,
a1W1I000000aW7eUAE,Courtyard by Marriott Sophia-Antipolis,NCECY,Pre-Opening,Europe,INTL,Courtyard By Marriott,MSB,F,,,,,,,0011I00000cJWfjQAG,0011I00000cJWfjQAG,,
a1W1I000000aW8UUAU,Courtyard By Marriott Seattle Northgate,SEANG,Open,West,NALO,Courtyard By Marriott,MSB,F,,,,,,,0011I00000cJWMQQA4,0011I00000cJWMQQA4,0011I00000cJWMQQA4,
a1W1I000000aW8VUAU,TownePlace Suites By Marriott Vidalia Riverfront,HEZTS,Open,East,NALO,TownePlace Suites By Marriott,MSB,F,,,,,,,0011I00000cJWftQAG,0011I00000cJWftQAG,0011I00000cJWftQAG,
a1W1I000000aW8gUAE,Residence Inn Aberdeen,ABZRI,Open,Europe,INTL,Residence Inn By Marriott,MSB,M,,,,,,,0011I00000cJSKkQAO,0011I00000cJWU4QAO,,
a1W1I000000aW95UAE,Moxy Nashville Downtown,BNAOX,Open,East,NALO,MOXY Hotels,MSB,F,,,,,,,0011I00000cJWgYQAW,0011I00000cJWgYQAW,0011I00000cJWgYQAW,
a1W1I000000aW96UAE,Moxy Hamburg Harburg,HAMOX,Pre-Opening,Europe,INTL,MOXY Hotels,MSB,F,,,,,,,0011I00000cJWU9QAO,0011I00000cJVP1QAO,0011I00000cJWU9QAO,
a1W1I000000aW9yUAE,Fairfield Inn & Suites Seneca,GSPFF,Pre-Opening,East,NALO,Fairfield Inn & Suites,MSB,F,,,,,,,0011I00000cJWhSQAW,0011I00000cJWhSQAW,0011I00000cJWhSQAW,
a1W1I000000aWA8UAM,Nanki-Shirahama Marriott Hotel,OSANA,Open,APEC,INTL,Marriott Hotels & Resorts,FS,F,,,,,,,0011I00000cJWagQAG,0011I00000cJWOjQAO,0011I00000cJWOjQAO,
a1W1I000000aW9IUAU,TownePlace Suites By Marriott Atlanta Lawrenceville,ATLTD,Open,East,NALO,TownePlace Suites By Marriott,MSB,F,,,,,,,0011I00000cJWh4QAG,0011I00000cJWh4QAG,0011I00000cJWh4QAG,
a1W1I000000aW9KUAU,Residence Inn By Marriott Santa Cruz/Scotts Valley,SJCST,Pre-Opening,West,NALO,Residence Inn By Marriott,MSB,F,,,,,,,0011I00000cJWf2QAG,0011I00000cJWf2QAG,0011I00000cJWf2QAG,
a1W1I000000aW9UUAU,AC Hotel by Marriott Mainz,FRAMZ,Open,Europe,INTL,AC Hotels By Marriott,MSB,F,,,,,,,0011I00000cJWU9QAO,0011I00000cJVUtQAO,0011I00000cJVRbQAO,
a1W1I000000aWU5UAM,Element Austin North,AUSEN,Cancelled,West,NALO,Element Hotels,MSB,F,,,,,,,0011I00000cJXn8QAG,0011I00000cJXn8QAG,0011I00000cJXn8QAG,
a1W1I000000aW6sUAE,Courtyard by Marriott Navi Mumbai,BOMNV,Pre-Opening,APEC,INTL,Courtyard By Marriott,MSB,M,,,,,,,,0011I00000cJWRZQA4,,
a1W1I000000aWU7UAM,Four Points by Sheraton East Hartford,BDLFP,Cancelled,East,NALO,Four Points by Sheraton,MSB,F,,,,,,,0011I00000cJXb1QAG,0011I00000cJTpTQAW,0011I00000cJTpTQAW,
a1W1I000000aW6vUAE,JW Marriott Muscat,MCTMJ,Open,ME,INTL,JW Marriott Hotels and Resorts,Luxury,M,,,,,,,0011I00001C14pfQAB,0011I00000cJWaCQAW,,
a1W1I000000aW7gUAE,Courtyard by Marriott Foshan Gaoming,FUOGA,Pre-Opening,Greater China,INTL,Courtyard By Marriott,MSB,M,,,,,,,,0011I00000cJWcWQAW,,
a1W1I000000aWNpUAM,"Carlton Hotel, Autograph Collection®",NYCCL,Deflagged,East,NALO,Autograph Collection,FS,F,77,H20,13,77,77H20,,,,,
a1W1I000000aWNqUAM,Louisville Airport,SDFTA,Cancelled,West,NALO,TownePlace Suites By Marriott,MSB,F,68,6BA,13,,,,0011I00000cJScgQAG,0011I00000cJXeBQAW,0011I00000cJXeBQAW,
a1W1I000000aWNrUAM,CY FL Tampa Westshore USA,,Cancelled,East,NALO,Courtyard By Marriott,MSB,F,,,,,,,,0011I00000cJXnyQAG,,
a1W1I000000aWNsUAM,FI PA Philadephia Exton USA,,Cancelled,East,NALO,Fairfield Inn By Marriott,MSB,F,,,,,,,,0011I00000cJXUzQAO,,
a1W1I000000aWOSUA2,MHR  Edmonton Downtown Canada,,Cancelled,Canada,NALO,Marriott Hotels & Resorts,FS,F,,,,,,,,0011I00000cJXoRQAW,,
a1W1I000000aWOTUA2,Renaissance Dallas Plano,,Cancelled,West,NALO,Renaissance Hotels & Resorts,FS,F,,,,,,,0011I00000cJScgQAG,0011I00000cJXXEQA4,0011I00000cJXXEQA4,
a1W1I000000aWOUUA2,Toronto Airport,,Cancelled,Canada,NALO,SpringHill Suites By Marriott,MSB,F,,,,,,,0011I00000cJXcVQAW,0011I00000cJXcVQAW,0011I00000cJXcVQAW,
a1W1I000000aWOVUA2,Leesburg,,Cancelled,East,NALO,Residence Inn By Marriott,MSB,F,,,,,,,0011I00000cJXliQAG,0011I00000cJXliQAG,0011I00000cJXliQAG,
a1W1I000000aWOWUA2,MHR LA New Orleans Downtown - St. Charles USA,,Cancelled,East,NALO,Marriott Hotels & Resorts,FS,F,,,,,,,,0011I00000cJXluQAG,,
a1W1I000000aWOXUA2,MHR FL Tampa East USA,,Cancelled,East,NALO,Marriott Hotels & Resorts,FS,F,,,,,,,,0011I00000cJXnGQAW,,
a1W1I000000aWOYUA2,RH AR Rogers Rogers USA,,Cancelled,East,NALO,Renaissance Hotels & Resorts,FS,F,,,,,,,,0011I00000cJXoVQAW,,
a1W1I000000aWPKUA2,Foothill Ranch Orange County,,Cancelled,West,NALO,Residence Inn By Marriott,MSB,M,,,,,,,0011I00000cJXVUQA4,0011I00000cJXt8QAG,,
a1W1I000000aWPLUA2,New Haven Downtown,,Cancelled,East,NALO,Residence Inn By Marriott,MSB,F,,,,,,,0011I00000cJXpbQAG,0011I00000cJXpbQAG,0011I00000cJXpbQAG,
a1W1I000000aW8WUAU,TownePlace Suites By Marriott Detroit Belleville,DTWBL,Open,West,NALO,TownePlace Suites By Marriott,MSB,F,,,,,,,0011I00000cJWWzQAO,0011I00000cJWWzQAO,0011I00000cJWWzQAO,
a1W1I000000aW8XUAU,"Anassa Ilis Wine Spa Resort, Autograph Collection",ZTHAK,Pre-Opening,Europe,INTL,Autograph Collection,FS,F,,,,,,,0011I00000cJWUAQA4,0011I00000cJTTSQA4,0011I00000cJTTSQA4,
a1W1I000000aW8hUAE,Lyon Marriott Hotel Cité Internationale,LYSMC,Open,Europe,INTL,Marriott Hotels & Resorts,FS,F,,,,,,,0011I00000cJVLHQA4,0011I00000cJWgMQAW,0011I00000cJVLHQA4,
a1W1I000000aW8vUAE,Marriott Executive Apartments Lagos Ikoyi,LOSLR,Pre-Opening,AFIO,INTL,Marriott Executive Apartments,Other,M,,,,,,,,0011I00000cJWNLQA4,,
a1W1I000000aW97UAE,"Hotel Nassau Breda, Autograph Collection",GLZAK,Open,Europe,INTL,Autograph Collection,FS,F,,,,,,,0011I00000cJWU9QAO,0011I00000cJTWHQA4,0011I00000cJTadQAG,
a1W1I000000aW9zUAE,Fairfield Inn & Suites Indianapolis Greenfield,INDFG,Open,West,NALO,Fairfield Inn & Suites,MSB,F,,,,,,,0011I00000cJWVSQA4,0011I00000cJWVSQA4,0011I00000cJWVSQA4,
